"","urbrur","hhsize","statocc","rooms","bedrooms","floor","walls","roof","electricity","cook_fuel","phone","cell","car","bicycle","motorcycle","refrigerator","tv","radio","bank","exp_01","exp_02","exp_03","exp_04","exp_05","exp_06","exp_07","exp_08","exp_09","exp_10","exp_11","exp_12"
"3063","Urban",1,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","No","No","No",1182,15,167,4969,460,197,229,608,116,34,161,312
"3064","Rural",1,"Owned",2,1,"Earth","Stone","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",1302,110,51,253,105,25,29,7,6,3,30,24
"3065","Rural",2,"Owned",3,2,"Earth","Brick","Concrete","Yes","Wood","No","No","No","No","No","No","No","No","No",1663,135,186,1767,144,75,154,21,27,29,117,264
"3066","Urban",4,"Rented",2,1,"Earth","Brick","Concrete","Yes","Wood","No","No","No","No","No","No","No","Yes","No",1980,29,421,1763,114,131,176,50,64,389,208,563
"3067","Urban",4,"Owned",3,2,"Cement","Brick","Slate","Yes","Gas","No","No","No","No","No","Yes","Yes","No","No",2662,53,426,2392,134,140,350,90,94,371,158,654
"3068","Urban",1,"Rented",3,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","No","No",751,17,129,2009,123,65,148,114,65,28,103,251
"3069","Rural",7,"Owned",2,1,"Earth","Wood","Metal","Yes","Coal","No","Yes","No","No","No","No","No","Yes","No",4348,153,423,818,315,142,444,175,222,203,470,170
"3070","Urban",7,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3880,58,1329,4471,415,433,1030,656,434,2006,386,1109
"3071","Urban",6,"Owned",5,2,"Other","Brick","Concrete","Yes","Wood","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3629,68,1325,4868,683,343,2205,568,460,1822,759,1336
"3072","Urban",2,"Free",4,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","No","No","Yes",3196,42,732,4799,347,330,583,570,241,811,403,907
"3073","Urban",4,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3696,61,1380,5280,841,519,3269,912,680,2204,626,1233
"3074","Urban",4,"Owned",3,1,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3753,56,1241,5128,1229,472,3166,1404,787,1931,785,1149
"3075","Urban",3,"Owned",2,1,"Other","Brick","Concrete","Yes","Electricity","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",2090,49,1013,3680,555,181,828,638,499,1175,596,900
"3076","Urban",4,"Rented",3,1,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3265,48,930,3627,351,299,797,474,252,563,331,1109
"3077","Urban",4,"Owned",4,3,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",4637,171,783,4174,308,386,1205,560,320,446,278,1045
"3078","Urban",2,"Owned",2,1,"Cement","Adobe","Slate","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3057,21,527,1412,1647,409,426,162,744,287,86,492
"3079","Urban",5,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3380,34,776,3210,281,337,609,391,249,930,220,886
"3080","Rural",1,"Owned",1,0,"Earth","Wood","Metal","No","Wood","No","No","No","No","No","No","No","Yes","No",1337,265,54,307,96,24,56,5,10,0,68,17
"3081","Urban",2,"Owned",6,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","No","Yes",2412,25,395,7492,823,391,585,1280,292,185,330,678
"3082","Urban",2,"Owned",6,1,"Cement","Brick","Concrete","Yes","Gas","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes",2574,21,215,5472,720,495,840,899,242,44,64,562
"3083","Rural",5,"Owned",3,1,"Cement","Adobe","Slate","Yes","Wood","No","No","No","No","No","No","No","Yes","No",4349,105,709,656,389,193,309,16,83,264,45,262
"3084","Urban",3,"Rented",1,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","No","Yes","No","Yes",2961,96,622,1971,220,222,693,367,190,422,392,633
"3085","Urban",1,"Rented",2,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",1866,213,779,5439,905,218,6085,943,729,178,1439,1307
"3086","Urban",5,"Rented",3,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3830,50,1118,4493,734,381,938,1144,493,1560,599,1114
"3087","Rural",4,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",2636,22,570,3031,233,255,1089,163,113,664,166,628
"3088","Rural",9,"Owned",4,2,"Earth","Brick","Thatch","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",5033,196,712,1444,263,156,315,253,193,179,58,451
"3089","Urban",4,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","No","Yes","Yes","Yes",3068,43,1046,3792,548,464,2168,756,549,1231,490,915
"3090","Urban",4,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",3773,55,1247,5193,755,520,3075,867,594,1783,602,1141
"3091","Rural",1,"Owned",1,1,"Earth","Adobe","Slate","No","Wood","No","No","No","No","No","No","No","Yes","No",1157,196,104,199,136,21,63,16,14,5,108,38
"3092","Urban",4,"Owned",11,0,"Other","Metal","Metal","No","Petroleum","No","Yes","No","No","No","No","Yes","Yes","Yes",4185,386,1554,2013,1145,152,1689,747,499,135,117,1214
"3093","Urban",4,"Rented",2,1,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2953,36,891,3023,318,257,666,425,225,561,301,1007
"3094","Rural",3,"Owned",5,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","No","Yes",2890,29,721,4224,548,425,2423,587,255,695,311,780
"3095","Urban",2,"Free",3,1,"Cement","Brick","Concrete","Yes","Coal","No","Yes","No","No","No","No","Yes","Yes","Yes",2028,53,504,4006,256,154,459,577,289,208,502,740
"3096","Urban",2,"Rented",2,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3488,96,718,3923,449,270,1021,706,331,358,510,1049
"3097","Rural",1,"Owned",1,1,"Earth","Wood","Metal","No","Other","No","No","No","No","No","No","No","No","No",601,107,83,382,97,18,78,12,10,0,771,58
"3098","Urban",4,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","No","Yes","Yes","Yes",4592,76,1287,6132,737,544,1531,1873,735,1413,673,1236
"3099","Urban",3,"Owned",1,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3603,46,895,3298,366,267,703,495,242,786,424,972
"3100","Rural",1,"Owned",2,1,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","No","Yes","No",969,31,98,1917,64,57,124,52,14,11,64,159
"3101","Urban",3,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3131,58,1090,5526,1296,473,3367,1412,830,1424,720,1109
"3102","Urban",5,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3836,59,1403,5067,787,535,2937,905,669,2454,597,1195
"3103","Urban",8,"Owned",8,3,"Cement","Concrete","Concrete","Yes","Electricity","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",7849,64,1502,5138,2363,1548,4641,692,1688,792,72,1880
"3104","Rural",5,"Owned",1,1,"Earth","Brick","Slate","Yes","Gas","No","No","No","No","No","Yes","No","No","No",2684,17,485,1595,146,67,164,32,38,238,333,568
"3105","Urban",1,"Owned",2,1,"Cement","Brick","Metal","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","No","Yes",1815,70,233,2860,264,166,540,474,112,55,320,433
"3106","Urban",5,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",6621,91,1827,7685,1598,1037,4438,2561,1296,3231,608,1979
"3107","Urban",3,"Rented",3,1,"Cement","Brick","Concrete","Yes","Electricity","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes",2888,52,1094,5875,881,348,2078,821,570,1237,490,1530
"3108","Urban",3,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",4157,78,1237,8056,1743,627,4460,2113,1051,1332,908,1459
"3109","Urban",3,"Owned",2,1,"Cement","Brick","Metal","Yes","Gas","Yes","No","No","No","No","Yes","No","Yes","No",3138,16,287,4262,346,395,272,630,124,155,109,488
"3110","Urban",4,"Owned",4,3,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","Yes",4367,69,696,4621,250,297,648,454,209,616,264,891
"3111","Urban",6,"Owned",5,4,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",4734,81,1601,6386,949,607,1749,1643,819,2295,694,1443
"3112","Urban",3,"Rented",1,1,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",2871,64,781,2532,248,200,653,543,173,250,473,797
"3113","Urban",4,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",3121,36,776,3535,448,427,1876,656,362,925,291,869
"3114","Rural",10,"Owned",2,0,"Earth","Wood","Wood","Yes","Wood","No","Yes","No","No","No","No","Yes","Yes","No",7781,169,418,1108,516,236,722,228,543,105,477,216
"3115","Urban",6,"Rented",1,0,"Cement","Concrete","Scrap","Yes","Petroleum","No","No","No","No","No","No","No","No","No",4747,20,383,1558,574,470,158,18,146,171,123,207
"3116","Urban",2,"Rented",2,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",2508,40,657,3933,633,225,759,1045,316,405,775,791
"3117","Rural",3,"Owned",3,2,"Cement","Brick","Concrete","Yes","Wood","No","No","No","No","Yes","Yes","Yes","Yes","No",2309,26,322,3172,128,116,263,72,44,155,124,582
"3118","Urban",3,"Owned",2,2,"Cement","Brick","Concrete","Yes","Coal","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",4330,96,989,6395,602,208,2533,611,532,699,1118,1337
"3119","Urban",4,"Rented",3,1,"Cement","Brick","Concrete","Yes","Petroleum","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",4346,100,1166,4642,643,374,828,1066,473,1075,705,1271
"3120","Urban",1,"Owned",3,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",1229,14,154,3324,274,198,251,325,106,20,91,333
"3121","Rural",3,"Owned",1,1,"Earth","Adobe","Thatch","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",4040,196,415,325,385,79,310,279,104,67,166,179
"3122","Rural",3,"Owned",4,3,"Earth","Brick","Other","Yes","Wood","No","No","No","No","No","Yes","No","No","No",3269,33,165,2345,216,178,169,45,26,46,42,316
"3123","Rural",3,"Owned",7,2,"Cement","Brick","Metal","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",2672,45,433,3354,561,385,2475,498,231,210,118,722
"3124","Urban",2,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes",2615,23,256,6665,724,390,1093,682,171,68,161,559
"3125","Rural",2,"Owned",1,1,"Earth","Adobe","Metal","No","Wood","No","No","No","No","No","No","No","No","No",2096,25,110,529,191,48,53,17,13,10,151,87
"3126","Urban",5,"Owned",2,2,"Cement","Brick","Slate","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",4332,135,957,2743,298,456,992,627,272,408,393,1010
"3127","Urban",4,"Owned",2,1,"Cement","Concrete","Metal","Yes","Gas","No","Yes","No","No","No","Yes","No","No","Yes",5255,57,1059,2552,1185,367,698,330,405,492,252,826
"3128","Urban",4,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",4951,86,1559,8224,1556,746,5112,2154,1095,2080,865,1632
"3129","Urban",3,"Rented",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3612,37,830,3902,385,339,626,496,264,971,313,937
"3130","Urban",2,"Rented",1,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2784,38,696,2498,377,209,624,456,181,404,457,891
"3131","Urban",4,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3983,58,1230,5220,1179,478,3662,1260,647,1114,886,1301
"3132","Urban",1,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",1209,80,611,3014,425,189,747,725,545,126,578,612
"3133","Urban",4,"Rented",4,2,"Other","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3570,87,895,3568,432,254,822,550,300,665,409,1032
"3134","Urban",1,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",1791,57,487,3574,443,188,692,622,316,132,484,717
"3135","Urban",3,"Free",2,0,"Cement","Brick","Metal","Yes","Electricity","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",1818,47,541,4114,616,208,1736,429,358,259,391,1468
"3136","Rural",4,"Rented",1,1,"Earth","Brick","Metal","No","Gas","No","Yes","No","Yes","No","No","No","Yes","No",2317,36,606,1615,177,99,283,131,91,255,139,433
"3137","Urban",9,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",5038,64,1376,4941,442,549,2431,606,394,1032,355,1536
"3138","Urban",3,"Rented",2,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","No","Yes","Yes","Yes",2959,37,762,2654,350,432,757,576,372,427,177,878
"3139","Urban",5,"Owned",3,2,"Cement","Brick","Metal","Yes","Gas","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",6130,154,1792,9319,1615,716,5615,2043,1195,2577,1005,2293
"3140","Urban",3,"Rented",4,2,"Cement","Adobe","Wood","Yes","Gas","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",6455,37,899,3237,2979,965,2444,153,1922,375,43,990
"3141","Urban",6,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","Yes","Yes",3994,49,850,4216,279,295,1737,213,169,582,342,1014
"3142","Rural",8,"Owned",2,1,"Cement","Metal","Metal","Yes","Wood","No","Yes","No","No","No","No","No","No","No",4477,179,370,398,247,90,524,153,106,159,167,115
"3143","Urban",9,"Owned",3,1,"Cement","Adobe","Metal","Yes","Gas","No","No","No","No","Yes","Yes","Yes","No","No",6997,24,759,2521,1550,862,637,76,853,395,144,715
"3144","Urban",2,"Rented",1,0,"Earth","Other","Metal","Yes","Gas","No","No","No","No","No","No","No","No","No",2989,43,243,1131,351,115,163,51,68,72,580,379
"3145","Rural",1,"Owned",2,1,"Earth","Adobe","Thatch","Yes","Wood","No","No","No","No","No","No","No","No","No",1441,64,77,251,130,43,48,10,9,4,34,37
"3146","Urban",4,"Free",3,1,"Cement","Brick","Metal","No","Gas","No","Yes","No","No","No","No","Yes","No","Yes",4567,182,1048,3679,470,343,1045,569,369,652,265,1088
"3147","Urban",6,"Owned",4,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",5494,76,1706,6458,896,574,1457,1528,710,3409,746,1371
"3148","Urban",2,"Owned",5,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",2934,47,587,8120,924,452,907,1706,458,262,463,865
"3149","Urban",1,"Free",6,3,"Other","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","No",1585,24,171,7364,605,233,247,705,167,25,133,412
"3150","Urban",4,"Rented",3,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3460,54,1146,4699,1033,449,2984,1258,699,1818,665,1067
"3151","Urban",4,"Owned",2,1,"Other","Concrete","Concrete","Yes","Gas","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes",9224,31,798,3877,1849,421,854,954,716,482,538,900
"3152","Urban",4,"Free",3,2,"Cement","Brick","Metal","Yes","Gas","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",4157,81,835,4818,608,313,3484,360,408,818,453,1093
"3153","Rural",3,"Owned",4,3,"Cement","Brick","Concrete","Yes","Coal","No","No","No","No","No","Yes","Yes","Yes","No",2581,83,244,3003,147,82,285,45,86,111,110,328
"3154","Rural",2,"Owned",1,1,"Earth","Wood","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",2269,10,77,876,202,49,52,20,11,6,163,120
"3155","Urban",1,"Owned",3,1,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","No",777,7,66,2334,109,103,84,91,38,7,28,153
"3156","Rural",3,"Owned",1,1,"Earth","Brick","Thatch","No","Wood","No","No","No","Yes","No","No","No","Yes","No",2775,184,241,546,167,67,127,16,31,24,64,108
"3157","Urban",4,"Owned",1,1,"Other","Brick","Concrete","Yes","Electricity","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2761,62,1281,4428,894,272,2688,795,631,971,750,1603
"3158","Urban",9,"Rented",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","No","No","No","Yes","Yes","Yes","No","No",4999,57,1117,5022,390,418,703,706,324,1412,348,1156
"3159","Rural",2,"Owned",1,1,"Earth","Wood","Scrap","No","Wood","No","No","No","No","No","No","No","Yes","No",2445,136,167,369,169,36,84,16,24,35,58,58
"3160","Rural",1,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","No",1030,19,116,2322,143,95,166,283,36,14,105,190
"3161","Rural",8,"Owned",4,2,"Earth","Wood","Metal","No","Wood","No","Yes","No","No","No","No","Yes","No","No",5349,216,492,1078,445,166,608,259,215,114,251,309
"3162","Urban",7,"Free",5,3,"Cement","Brick","Other","Yes","Gas","No","Yes","Yes","No","Yes","No","Yes","No","Yes",5040,59,1112,4249,544,1043,2051,817,522,1382,180,1359
"3163","Urban",4,"Rented",2,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",3185,35,683,2909,277,259,536,588,192,728,270,716
"3164","Urban",1,"Rented",1,0,"Cement","Metal","Metal","Yes","Gas","No","Yes","No","No","No","No","No","No","Yes",1279,59,260,359,226,36,235,298,77,81,485,274
"3165","Rural",2,"Owned",3,1,"Cement","Adobe","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","No",2034,13,126,1861,238,122,158,85,54,16,52,262
"3166","Urban",10,"Owned",3,3,"Earth","Cardboard","Scrap","Yes","Wood","No","Yes","No","No","No","No","Yes","Yes","Yes",6395,39,999,2088,1130,946,488,144,545,565,125,719
"3167","Urban",5,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3161,28,767,2758,276,294,510,341,194,790,210,876
"3168","Urban",1,"Owned",2,1,"Cement","Wood","Wood","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",1901,107,757,4162,1891,258,6380,611,1679,190,611,1693
"3169","Urban",8,"Owned",2,2,"Cement","Brick","Concrete","Yes","Wood","No","Yes","No","No","No","No","Yes","Yes","Yes",2971,34,858,2756,205,263,338,229,223,826,245,933
"3170","Urban",4,"Rented",1,1,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","No","Yes","No","No",4188,27,725,3204,267,268,423,391,180,731,370,778
"3171","Urban",4,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",3781,49,739,3798,349,330,711,754,235,652,312,894
"3172","Rural",4,"Owned",3,3,"Earth","Adobe","Metal","No","Wood","No","No","Yes","No","No","No","No","Yes","Yes",2215,123,282,757,219,69,2040,43,86,121,79,243
"3173","Urban",4,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",3583,36,910,3852,480,474,1884,635,367,1189,319,1016
"3174","Urban",7,"Owned",2,1,"Earth","Adobe","Metal","Yes","Petroleum","No","No","No","No","No","Yes","No","No","No",6353,42,643,2233,958,580,248,33,413,227,147,453
"3175","Urban",1,"Owned",4,1,"Cement","Adobe","Concrete","Yes","Gas","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes",1854,23,258,4214,1266,380,1387,559,763,49,53,652
"3176","Urban",2,"Owned",1,1,"Cement","Brick","Metal","Yes","Wood","No","Yes","No","No","No","No","No","Yes","Yes",1960,61,415,1455,163,100,186,204,92,251,307,451
"3177","Rural",2,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","No","No","No","Yes","Yes","Yes","No","No",2189,17,237,3137,136,177,272,119,47,70,62,384
"3178","Urban",1,"Free",5,1,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",1374,22,220,6180,679,250,331,862,226,40,192,457
"3179","Urban",5,"Free",1,1,"Cement","Metal","Metal","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","No","Yes",4205,68,740,2522,810,161,2260,766,275,436,930,869
"3180","Urban",3,"Owned",5,3,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2891,66,779,3924,404,331,2152,663,297,717,410,760
"3181","Rural",2,"Owned",1,0,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",3212,75,225,486,268,64,118,27,29,23,157,121
"3182","Urban",4,"Owned",3,3,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2841,33,679,2939,258,261,539,370,223,831,212,766
"3183","Urban",1,"Rented",4,1,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","No","Yes","Yes","No","Yes",1568,92,664,6128,969,201,952,1377,661,172,1139,691
